age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
20, Private,189148, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
40, Private,119493, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private,236436, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,40, United-States, >50K
48, Private,216999, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Federal-gov,290856, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc,254291, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
36, Private,358373, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,36, United-States, <=50K
62, Private,88579, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
45, Private,191098, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
52, Private,191529, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,159603, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,34, United-States, <=50K
22, Private,351952, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
37, Private,305597, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
33, Private,382764, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc,193524, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
25, Private,248990, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
32, Private,387270, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
31, Private,137367, 11th, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
61, Local-gov,101265, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,1471,0,35, United-States, <=50K
45, Private,112929, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, United-States, <=50K
48, Private,70209, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
36, Private,197202, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private,111697, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,1719,28, United-States, <=50K
20, Private,181761, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private,353263, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Italy, >50K
23, Private,210526, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc,141795, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
52, Private,229983, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,3103,0,30, United-States, >50K
31, Private,272069, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc,172748, 7th-8th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc,170230, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
20, Private,243878, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private,20308, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private,204516, 10th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private,191001, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, ?,166759, 12th, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
53, State-gov,53197, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
29, Self-emp-inc,124950, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private,35890, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,204172, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,48, United-States, <=50K
72, ?,194548, Some-college, Married-spouse-absent, ?, Not-in-family, White, Male,0,0,3, United-States, <=50K
51, Private,101722, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3908,0,47, United-States, <=50K
59, Private,308118, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
20, ?,144685, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,1602,40, Taiwan, <=50K
21, Private,283969, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
60, ?,134152, 9th, Divorced, ?, Not-in-family, Black, Male,0,0,35, United-States, <=50K
34, Self-emp-not-inc,24961, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
57, Self-emp-inc,106103, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
69, ?,183958, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, <=50K
47, Self-emp-inc,206947, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,67, United-States, <=50K
38, Local-gov,72338, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
43, Private,253759, Some-college, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,40, United-States, <=50K
25, Federal-gov,406955, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
58, Private,192806, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,33, United-States, <=50K
24, Private,174461, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
53, Local-gov,132304, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,330466, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
42, Private,186376, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,72, Philippines, >50K
17, ?,145258, 11th, Never-married, ?, Other-relative, White, Female,0,0,25, United-States, <=50K
33, Local-gov,267859, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,180551, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
39, Local-gov,229651, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Private,117728, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
34, Private,170769, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
38, Private,213716, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private,155343, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K
30, Private,179112, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, ?, <=50K
53, Self-emp-not-inc,101432, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Private,398988, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, ?,32385, HS-grad, Divorced, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
56, State-gov,67662, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,39, United-States, <=50K
35, Private,187089, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,42, United-States, >50K
61, Private,98350, Preschool, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
40, Private,132222, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,50, United-States, >50K
34, Self-emp-inc,265917, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private,109421, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
57, Self-emp-inc,124137, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,210781, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private,366618, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
28, Private,181776, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private,167859, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc,229341, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
59, Private,175942, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
53, Self-emp-inc,136823, 11th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
19, Private,278304, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
34, Private,209449, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
40, Private,182302, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private,172618, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
47, State-gov,207120, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
46, Private,214955, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,0,2339,45, United-States, <=50K
41, State-gov,58930, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private,91964, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
45, Private,77764, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc,145419, Masters, Married-civ-spouse, Sales, Husband, White, Male,7688,0,45, United-States, >50K
27, Local-gov,255237, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, ?,176077, Some-college, Never-married, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private,151616, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
46, State-gov,314770, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
22, Private,162667, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, Portugal, <=50K
72, ?,237229, Assoc-voc, Widowed, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
25, Private,259300, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,16, United-States, <=50K
40, Private,207025, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,6849,0,38, United-States, <=50K
46, State-gov,295791, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
31, Self-emp-inc,31740, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
24, Private,52262, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,143360, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,34, United-States, <=50K
29, Private,153416, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
52, Private,386397, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
35, Private,301862, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,175221, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,137707, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
19, Private,236396, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private,293091, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
24, Private,176389, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,412296, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Mexico, >50K
38, Private,131808, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private,311764, 11th, Widowed, Sales, Own-child, Black, Female,0,0,35, United-States, <=50K
21, Private,184568, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private,82041, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Canada, <=50K
57, Self-emp-inc,107617, HS-grad, Separated, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
63, State-gov,194682, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
20, Private,105312, Some-college, Never-married, Sales, Own-child, White, Female,0,0,18, United-States, <=50K
41, Private,421871, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
42, Private,390781, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
38, Private,54317, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
28, Private,148429, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,126060, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,99697, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc,21472, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
35, Private,169672, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
49, Private,71195, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
61, Private,130684, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
54, Private,176681, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,20, United-States, <=50K
32, Private,102858, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2002,42, United-States, <=50K
28, Private,134566, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc,187830, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
25, Federal-gov,366207, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private,529216, HS-grad, Separated, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, <=50K
25, Private,521400, 5th-6th, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico, <=50K
28, State-gov,155397, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K
23, Private,221955, 9th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,39, Mexico, <=50K
35, Private,198341, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
47, Local-gov,183486, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
40, Private,566537, Preschool, Married-civ-spouse, Other-service, Husband, White, Male,0,1672,40, Mexico, <=50K
48, Self-emp-not-inc,97883, HS-grad, Separated, Other-service, Other-relative, White, Female,0,0,25, United-States, <=50K
22, Private,112164, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, ?, <=50K
24, Private,442274, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private,104521, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private,271466, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
35, ?,476573, HS-grad, Never-married, ?, Not-in-family, White, Female,0,0,4, United-States, <=50K
78, Self-emp-inc,188044, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,40, United-States, >50K
30, Private,154843, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc,253296, HS-grad, Widowed, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
67, Self-emp-inc,112318, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,292303, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private,383306, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, State-gov,103406, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
27, Private,150080, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private,126314, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
71, Private,212806, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
25, Private,167835, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,3325,0,40, United-States, <=50K
34, Private,34080, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
18, Private,89760, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
38, Self-emp-not-inc,133299, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
62, Private,73292, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov,312015, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private,86551, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,48, United-States, >50K
51, Local-gov,193720, HS-grad, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,134737, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
54, Private,172281, Masters, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private,33429, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private,306225, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
25, Private,279667, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
56, Self-emp-not-inc,196307, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
41, Private,96635, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
38, Private,298841, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Private,95885, 11th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,13550,0,60, United-States, >50K
41, Private,48087, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Male,0,1590,40, United-States, <=50K
51, Federal-gov,174102, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
47, Private,83046, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,415354, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,110978, Prof-school, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private,183000, Prof-school, Never-married, Tech-support, Not-in-family, White, Male,0,0,55, United-States, <=50K
77, ?,232894, 9th, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc,145162, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, ?, >50K
47, Private,98012, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States, >50K
59, Private,361494, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov,176162, Assoc-voc, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
29, Private,370242, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,28334, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,107882, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
40, Private,169031, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private,309932, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,129528, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc,81642, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
24, Private,432376, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
26, State-gov,326033, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,80, United-States, <=50K
37, Private,333305, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
59, Private,182062, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States, <=50K
40, Self-emp-not-inc,165108, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, England, <=50K
43, Private,105936, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
18, Federal-gov,201686, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,4, United-States, <=50K
21, ?,278391, Some-college, Never-married, ?, Own-child, White, Male,0,0,16, United-States, <=50K
44, Self-emp-not-inc,208277, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,45, United-States, <=50K
32, Private,195891, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,55, United-States, <=50K
40, Private,196029, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
18, Private,110142, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
18, ?,169882, Some-college, Never-married, ?, Own-child, White, Female,594,0,15, United-States, <=50K
51, Private,255412, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
56, Private,112840, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
26, Private,248990, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc,548664, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
21, State-gov,299153, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
23, Private,211049, Some-college, Never-married, Tech-support, Not-in-family, White, Female,4101,0,40, United-States, <=50K
29, Private,413227, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
66, Private,193132, 9th, Separated, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
51, Local-gov,123325, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private,391121, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
23, Private,103064, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc,136684, HS-grad, Widowed, Adm-clerical, Other-relative, White, Female,0,0,30, United-States, <=50K
42, Private,97688, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,47, United-States, <=50K
35, Private,186845, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Private,113290, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, United-States, <=50K
32, Private,311764, 10th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
21, Private,52753, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1504,40, United-States, <=50K
20, Private,291407, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
38, Private,364782, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, State-gov,273771, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,129345, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
31, Private,209538, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc,116358, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, ?, >50K
19, Private,224849, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Local-gov,193537, 7th-8th, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
24, ?,377725, Bachelors, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc,88570, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,15, Germany, >50K
57, Self-emp-inc,127728, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
45, Private,118889, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,121712, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, State-gov,200289, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
35, Private,258339, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
35, Private,129305, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Private,48014, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
43, Local-gov,198096, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
45, Private,235924, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private,172577, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
34, Self-emp-inc,353927, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, State-gov,110311, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private,38950, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
42, Self-emp-not-inc,126614, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,30, Iran, <=50K
63, Private,101077, Assoc-acdm, Married-spouse-absent, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
33, Private,67072, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
